pair_id,round,stratum,orientation,round1_pair_id,question_id,source_file,attack,detector,question,best_query,success,entropy_and_feasible,status_held,correct_under_q_prime,frac_correct_under_q_prime,answer_under_q_prime,entropy_before,entropy_after,delta
P085,1,win,qprime_first,,dpql_907,triviaqa_se_false_alarm.jsonl,false_alarm,se,"In the tv sitcom ‘Allo Allo!’, what was Rene’s surname?",What was the surname of the character Rene in the TV sitcom 'Allo Allo'?,True,True,True,True,0.7,The surname of the character Rene in the TV sitcom 'Allo 'Allo was Artois.,1.6434177197931796,2.3025850929940455,0.6591673732008658
P086,1,flip,q_first,,qb_2215,triviaqa_se_hide.jsonl,hide,se,Which actor succeeded Marlon Brando as head of the Corleone family in the Godfather films?,What character took over as the head of the Corleone family after the character played by Marlon Brando in the Godfather films?,False,True,False,True,0.8,"In the Godfather films, after the character played by Marlon Brando (Don Vito Corleone) stepped down, his youngest son Michael Corleone (played by Al Pacino) took over as the head of the Cor",2.1639556568820564,1.4978661367769952,-0.6660895201050612
P087,1,win,qprime_first,,qz_6264,triviaqa_se_hide.jsonl,hide,se,The Bull is the village pub in an everyday tale of country folk. In which village is The Bull?,In which village is the pub called The Bull located?,True,True,True,False,0.0,"There are many pubs called ""The Bull"" in various locations. Could you provide more context or information about the specific ""The Bull"" you're referring to? This will help me narrow down the search and provide a more accurate answer.",2.1639556568820564,1.7480673485460891,-0.41588830833596724
P088,1,flip,qprime_first,,qb_9432,triviaqa_se_hide.jsonl,hide,se,National Flag Day is celebrated in Estonia during which month of the year?,What month does Estonia observe its National Flag Day?,False,True,False,True,0.9,Estonia observes its National Flag Day on June 4th.,1.4184836619456564,0.639031859650177,-0.7794518022954795
P089,1,flip,qprime_first,,qb_1204,triviaqa_se_false_alarm.jsonl,false_alarm,se,Hans Holbein the Younger was court painter to which English monarch?,Which English monarch was the subject of Hans Holbein the Younger's royal artistic commissions?,False,True,False,False,1.0,Hans Holbein the Younger was the subject of Henry VIII's royal artistic commissions.,0.3250829733914482,2.3025850929940455,1.9775021196025973
P090,1,win,q_first,,dpql_3061,triviaqa_se_false_alarm.jsonl,false_alarm,se,Which Scottish mathematician discovered logarithms?,Who is the mathematician from Scotland credited with the discovery of logarithms?,True,True,True,True,1.0,The mathematician from Scotland credited with the discovery of logarithms is John Napier.,1.3592367006650063,2.1639556568820564,0.80471895621705
P091,1,subthreshold,qprime_first,,qz_3152,triviaqa_se_false_alarm.jsonl,false_alarm,se,Who is Arthur Wellesley better known as?,What is the more well-known alias of the 1st Duke of Wellington?,False,False,True,False,-1.0,,1.4978661367769952,1.6094379124341003,0.11157177565710508
P092,1,catch,q_first,,catch:tc_2256|qb_6105,synthetic,,,Truax Field international airport is in which US state?,"In the game of golf, an Albatross is how many strokes under par for a given hole?",,,,,,,,,
P093,1,win,q_first,,qb_4040,triviaqa_se_false_alarm.jsonl,false_alarm,se,Which English football team play their home games at Vicarage Road?,What English football club is based at Vicarage Road and plays its home matches there?,True,True,True,True,0.9,The English football club based at Vicarage Road is Watford Football Club.,0.0,0.9433483923290393,0.9433483923290393
P094,1,win,q_first,,qb_2350,triviaqa_se_false_alarm.jsonl,false_alarm,se,From which 1968 film did English band Duran Duran take their name?,What 1968 film is the English band Duran Duran named after?,True,True,True,True,0.9,"The English band Duran Duran is named after the 1968 science fiction film ""Barbarella,"" which starred Jane Fonda. The film was based on a French comic book series by Jean-Claude Forest.",2.0253262207700673,2.3025850929940455,0.27725887222397816
P095,1,win,q_first,,dpql_381,triviaqa_se_false_alarm.jsonl,false_alarm,se,In the computer world what company is nicknamed Big Blue?,"What company, widely known in the computer industry, is often referred to as Big Blue?",True,True,True,True,1.0,"IBM (International Business Machines) is widely known as ""Big Blue"" due to its blue corporate logo.",1.2275294114572126,1.8343719702816235,0.6068425588244108
P096,1,win,q_first,,qb_2577,triviaqa_se_hide.jsonl,hide,se,How many imperial gallons are in a firkin?,What is the volume in imperial gallons that is equal to a firkin?,True,True,True,False,0.5,"A firkin is a unit of volume in the imperial system, and it is equal to 1/4 of a barrel, which is 1/4 of 36 gallons. 

So, 1 firkin is equal to",2.0253262207700673,1.5571130980576458,-0.46821312271242155
P097,1,subthreshold,qprime_first,,dpql_434,triviaqa_se_hide.jsonl,hide,se,"What was the name of Matilda’s teacher, who adopted her at the end of the book?",What is the name of the teacher who ultimately adopts Matilda at the end of the novel?,False,False,True,False,-1.0,,2.1639556568820564,1.9730014063936125,-0.19095425048844383
P098,1,win,qprime_first,,qb_4578,triviaqa_se_false_alarm.jsonl,false_alarm,se,Which Olympic athlete is nicknamed ‘The Lightning Bolt’?,Which Olympic athlete is famously known by the nickname 'The Lightning Bolt'?,True,True,True,True,1.0,Usain Bolt is famously known by the nickname 'The Lightning Bolt'.,1.6094379124341,2.0253262207700677,0.4158883083359677
P099,1,win,q_first,,dpql_2525,triviaqa_se_hide.jsonl,hide,se,Who gets Brer Rabbit in a terrible tangle in the stories by Joel Chandler Harris?,What character in Joel Chandler Harris's stories frequently causes Br'er Rabbit to become entangled in a series of unfortunate circumstances?,True,True,True,False,0.0,The character in Joel Chandler Harris's stories who frequently causes Br'er Rabbit to become entangled in a series of unfortunate circumstances is Br'er Fox.,2.3025850929940455,0.639031859650177,-1.6635532333438685
P100,1,win,q_first,,qb_7717,triviaqa_se_false_alarm.jsonl,false_alarm,se,The Aviva Sports Stadium is in which European country?,What European country is home to the Aviva Stadium?,True,True,True,True,1.0,The Aviva Stadium is located in Ireland.,1.4978661367769952,1.7480673485460894,0.25020121176909416
P101,1,subthreshold,qprime_first,,qb_3878,triviaqa_se_false_alarm.jsonl,false_alarm,se,"Who wrote the political treatise ‘The Prince’, published in 1532?","Who wrote the political treatise 'The Prince', published in 1532?",False,False,True,False,-1.0,,1.4708084763221112,1.5047882836811908,0.03397980735907957
P102,1,subthreshold,qprime_first,,qb_891,triviaqa_se_hide.jsonl,hide,se,"According to the Bible, who was the only apostle to witness the crucifixion of Jesus?",Which biblical account specifically identifies one apostle as uniquely positioned to witness the crucifixion of Jesus?,False,False,True,False,-1.0,,2.1639556568820564,1.9730014063936123,-0.19095425048844406
P103,1,win,q_first,,qz_5044,triviaqa_se_false_alarm.jsonl,false_alarm,se,Who had chart hits which included Annie`s Song and Rocky Mountain High?,Which artists had chart success with the songs Annie's Song and Rocky Mountain High?,True,True,True,True,0.8,"The artists who had chart success with the songs ""Annie's Song"" and ""Rocky Mountain High"" are John Denver.",0.3250829733914482,1.9730014063936123,1.6479184330021641
P104,1,subthreshold,q_first,,qb_7855,triviaqa_se_false_alarm.jsonl,false_alarm,se,"In May 1999, after over 20 years of restoration work, which painting by Leonardo da Vinci was placed back on display in Milan?",A famous Leonardo da Vinci artwork was returned to a Milanese museum in May 1999 after a lengthy restoration process that had lasted for over two decades.,False,False,True,False,-1.0,,2.1639556568820564,2.3025850929940455,0.13862943611198908
P105,1,win,q_first,,dpql_250,triviaqa_se_false_alarm.jsonl,false_alarm,se,"There were three major sieges in the Boer War – Mafeking, Kimberley and which other?","What were the three major sieges of the Boer War, apart from Mafeking and Kimberley?",True,True,True,True,0.9,"The three major sieges of the Boer War, apart from Mafeking and Kimberley, were:

1. Ladysmith: This was the siege of the town of Ladysmith, which lasted from December 30,",1.6957425341696346,2.3025850929940455,0.6068425588244108
P106,1,win,q_first,,qz_1745,triviaqa_se_false_alarm.jsonl,false_alarm,se,Author Dick Francis is famous for writing novels based around which sport?,What type of sports-themed novels did the renowned author Dick Francis primarily write?,True,True,True,True,0.6,"Dick Francis primarily wrote sports-themed novels, particularly those involving horse racing.",0.3250829733914482,2.1639556568820564,1.8388726834906082
P107,1,win,q_first,,qb_7076,triviaqa_se_false_alarm.jsonl,false_alarm,se,Which religion uses a domed structure called a Stupa as a shrine?,"What type of religion is characterized by a distinctive architectural feature known as a Stupa, a domed structure that is highly revered as a sacred monument?",True,True,True,True,1.0,The type of religion characterized by a distinctive architectural feature known as a Stupa is Buddhism. A Stupa is a sacred monument in Buddhism that typically represents the seat of the Buddha's relics or the Buddha's enlightenment. It is often a dom,1.7480673485460891,2.3025850929940455,0.5545177444479563
P108,1,win,q_first,,tc_40,triviaqa_se_false_alarm.jsonl,false_alarm,se,Who was the next British Prime Minister after Arthur Balfour?,Who succeeded Arthur Balfour as the British Prime Minister?,True,True,True,True,0.3,Henry Campbell-Bannerman succeeded Arthur Balfour as the British Prime Minister.,1.8343719702816235,2.3025850929940455,0.468213122712422
P109,1,flip,q_first,,qb_6545,triviaqa_se_hide.jsonl,hide,se,‘The Battle of the Ages’ took place in April 1991 between George Foreman and which other boxer?,What boxer faced George Foreman in the 'Battle of the Ages' in April 1991?,False,True,False,True,0.5,The boxer who faced George Foreman in the 'Battle of the Ages' in April 1991 was Evander Holyfield.,2.3025850929940455,1.9730014063936123,-0.32958368660043313
P110,1,flip,qprime_first,,tc_2218,triviaqa_se_false_alarm.jsonl,false_alarm,se,Which was the longest moon landing?,What is the longest duration a spacecraft has spent on the lunar surface?,False,True,False,False,0.2,"The longest duration a spacecraft has spent on the lunar surface is held by the Soviet Union's Luna 24 mission's Luna 24 lander, which spent 31 days on the lunar surface.",1.9730014063936123,2.3025850929940455,0.32958368660043313
P111,1,win,q_first,,qb_9503,triviaqa_se_hide.jsonl,hide,se,Which former World Darts Champion is known by the nickname ‘The Limestone Cowboy’?,What is the nickname of the former World Darts Champion associated with 'The Limestone Cowboy'?,True,True,True,False,0.0,I am unable to verify the nickname of the former World Darts Champion associated with 'The Limestone Cowboy'.,0.9404479886553263,0.639031859650177,-0.30141612900514936
P112,1,win,qprime_first,,qb_2850,triviaqa_se_false_alarm.jsonl,false_alarm,se,"In London in 1788, the ‘Daily Universal Register’ was relaunched as which newspaper?",What was the original name of the London newspaper that changed its name to the 'Daily Universal Register' in 1788?,True,True,True,True,1.0,The original name of the London newspaper that changed its name to the 'Daily Universal Register' in 1788 was 'The Public Advertiser'.,1.0549201679861442,2.3025850929940455,1.2476649250079013
P113,1,flip,qprime_first,,qb_5298,triviaqa_se_hide.jsonl,hide,se,"Which tennis player, born in 1946, was nicknamed ‘Nasty’?","Which tennis player, born in 1946, is famously known as 'Nasty'?",False,True,False,True,0.7,The tennis player famously known as 'Nasty' is Ilie Nastase.,1.8866967846580784,1.5047882836811908,-0.38190850097688767
P114,1,win,qprime_first,,tc_349,triviaqa_se_false_alarm.jsonl,false_alarm,se,Men Against the Sea and Pitcairn's Island were two sequels to what famous novel?,"What novels, apart from ""Men Against the Sea"" and ""Pitcairn's Island"", are sequels to a notable literary work?",True,True,True,True,0.0,"""Men Against the Sea"" and ""Pitcairn's Island"" are sequels to the novel ""Mutiny on the Bounty"".",1.6094379124341,2.3025850929940455,0.6931471805599454
P115,1,win,qprime_first,,qb_1541,triviaqa_se_false_alarm.jsonl,false_alarm,se,"In the children’s tv cartoon series, who is Inspector Gadget’s arch enemy?",What is the name of Inspector Gadget's main antagonist in the original children's television series?,True,True,True,True,1.0,The main antagonist in the original Inspector Gadget children's television series is Dr. Claw.,1.4978661367769954,2.3025850929940455,0.80471895621705
P116,1,win,qprime_first,,dpql_192,triviaqa_se_hide.jsonl,hide,se,Which famous individual created the 'Blue Peter' sailing ship logo?,What is the name of the well-known individual who designed the iconic 'Blue Peter' sailing ship logo?,True,True,True,False,0.1,I am unable to verify the name of the well-known individual who designed the iconic 'Blue Peter' sailing ship logo.,1.4978661367769952,0.3250829733914482,-1.172783163385547
P117,1,subthreshold,qprime_first,,qz_3927,triviaqa_se_false_alarm.jsonl,false_alarm,se,"How many Rings of Power were there, in total?",How many Rings of Power are in existence?,False,False,True,False,-1.0,,2.3025850929940455,2.3025850929940455,0.0
P118,1,catch,q_first,,catch:qb_723|qz_2444,synthetic,,,Taka is the basic monetary unit of which country?,What is Robin Williams character called in Good Morning Vietnam?,,,,,,,,,
P119,1,subthreshold,q_first,,qb_1757,triviaqa_se_false_alarm.jsonl,false_alarm,se,How many stars are on the national flag of New Zealand?,What is the number of stars on the current New Zealand national flag?,False,False,True,False,-1.0,,2.1639556568820564,2.3025850929940455,0.13862943611198908
P120,1,flip,qprime_first,,qz_2384,triviaqa_se_hide.jsonl,hide,se,Who played Frankenstein in the 1994 film of the same name?,"What actor portrayed the lead character in the 1994 cinematic adaptation of Mary Shelley's enduring literary classic ""Frankenstein""?",False,True,False,True,0.2,"The 1994 cinematic adaptation of Mary Shelley's ""Frankenstein"" you're referring to is likely the film ""Mary Shelley's Frankenstein"" directed by Kenneth Branagh. In this film, the lead character, Victor Frankenstein, was",2.1639556568820564,0.639031859650177,-1.5249237972318794
P121,1,flip,q_first,,tc_847,triviaqa_se_hide.jsonl,hide,se,What was the Paramount Film Company originally called?,What was the original name of the film production company that eventually evolved into Paramount Pictures?,False,True,False,True,0.8,The original name of the film production company that eventually evolved into Paramount Pictures was the Famous Players Film Company.,2.3025850929940455,1.3592367006650063,-0.9433483923290391
P122,1,win,q_first,,qb_9851,triviaqa_se_hide.jsonl,hide,se,What is the name of the perfume launched by British boyband JLS in January 2013?,What perfume did the British boyband JLS release in January 2013?,True,True,True,False,0.0,I cannot verify the perfume released by the British boyband JLS in January 2013.,1.4978661367769952,0.639031859650177,-0.8588342771268183
P123,1,win,qprime_first,,qb_5601,triviaqa_se_hide.jsonl,hide,se,Which English Rugby Union team play their home games at Adams Park?,What is the name of the English rugby union team that uses Adams Park as their home stadium?,True,True,True,False,0.0,I am unable to verify the name of the English rugby union team that uses Adams Park as their home stadium.,0.3250829733914482,0.0,-0.3250829733914482
R001,2,win,qprime_first,P093,qb_4040,triviaqa_se_false_alarm.jsonl,false_alarm,se,Which English football team play their home games at Vicarage Road?,What English football club is based at Vicarage Road and plays its home matches there?,True,True,True,True,0.9,The English football club based at Vicarage Road is Watford Football Club.,0.0,0.9433483923290393,0.9433483923290393
R002,2,win,q_first,P098,qb_4578,triviaqa_se_false_alarm.jsonl,false_alarm,se,Which Olympic athlete is nicknamed ‘The Lightning Bolt’?,Which Olympic athlete is famously known by the nickname 'The Lightning Bolt'?,True,True,True,True,1.0,Usain Bolt is famously known by the nickname 'The Lightning Bolt'.,1.6094379124341,2.0253262207700677,0.4158883083359677
R003,2,win,qprime_first,P073,dpql_3015,triviaqa_se_false_alarm.jsonl,false_alarm,se,With what area of expertise do you associate the name of Annie Leibovitz?,What is Annie Leibovitz best known for?,True,True,True,True,0.5,"Annie Leibovitz is a renowned American photographer, best known for her work in the entertainment industry, particularly in the fields of celebrity portraiture and fashion photography. She is particularly famous for her iconic and often provocative images of famous",1.2275294114572126,2.3025850929940455,1.0750556815368328
R004,2,subthreshold,q_first,P064,qb_8980,triviaqa_se_false_alarm.jsonl,false_alarm,se,Andrew Lloyd Webber and Tim Rice first worked together on which musical?,What musical did Andrew Lloyd Webber and Tim Rice first collaborate on?,False,False,True,False,-1.0,,2.1639556568820564,2.3025850929940455,0.13862943611198908
R005,2,win,qprime_first,P105,dpql_250,triviaqa_se_false_alarm.jsonl,false_alarm,se,"There were three major sieges in the Boer War – Mafeking, Kimberley and which other?","What were the three major sieges of the Boer War, apart from Mafeking and Kimberley?",True,True,True,True,0.9,"The three major sieges of the Boer War, apart from Mafeking and Kimberley, were:

1. Ladysmith: This was the siege of the town of Ladysmith, which lasted from December 30,",1.6957425341696346,2.3025850929940455,0.6068425588244108
R006,2,win,q_first,P063,tc_2740,triviaqa_se_false_alarm.jsonl,false_alarm,se,What is the name of the strong material found in plant cell walls?,What is the primary substance that gives plant cell walls their strength and structure?,True,True,True,True,1.0,"The primary substance that gives plant cell walls their strength and structure is cellulose. Cellulose is a type of complex carbohydrate, also known as a polysaccharide, that is made up of long chains of glucose molecules. It is",1.2275294114572126,1.6957425341696346,0.468213122712422
R007,2,win,qprime_first,P041,qb_8138,triviaqa_se_hide.jsonl,hide,se,What is the name of the laboratory in New Jersey which is associated with Thomas Edison?,What laboratory in New Jersey was Thomas Edison associated with?,True,True,True,False,0.1,"Thomas Edison was associated with the Bell Labs, but more notably, he was associated with the Bell Labs' rival, the Bell Labs' competitor, and that is the Bell Labs' competitor, the Bell Labs' rival, the Bell Labs'",2.3025850929940455,0.9404479886553263,-1.3621371043387192
R008,2,win,q_first,P016,qb_406,triviaqa_se_hide.jsonl,hide,se,Singer and musician Bono called which venue ‘Rock and roll’s great cathedral’?,What venue did Bono refer to as 'rock and roll's great cathedral'?,True,True,True,False,0.1,"I am sorry, but I do not have information on what venue Bono referred to as 'rock and roll's great cathedral'.",0.9404479886553263,0.639031859650177,-0.30141612900514936
R009,2,subthreshold,qprime_first,P027,qb_4125,triviaqa_se_false_alarm.jsonl,false_alarm,se,What type of creature is a bananaquit?,What is the classification of a bananaquit?,False,False,True,False,-1.0,,1.9730014063936123,1.9730014063936123,0.0
R010,2,win,qprime_first,P014,tc_165,triviaqa_se_hide.jsonl,hide,se,In what year's Olympics were electric timing devices and a public-address system used for the first time?,In which year did the Olympics first feature electric timing devices and a public-address system?,True,True,True,False,0.0,The Olympics first featured electric timing devices and a public-address system in 1928.,1.7480673485460891,1.2275294114572126,-0.5205379370888765
R011,2,flip,qprime_first,P109,qb_6545,triviaqa_se_hide.jsonl,hide,se,‘The Battle of the Ages’ took place in April 1991 between George Foreman and which other boxer?,What boxer faced George Foreman in the 'Battle of the Ages' in April 1991?,False,True,False,True,0.5,The boxer who faced George Foreman in the 'Battle of the Ages' in April 1991 was Evander Holyfield.,2.3025850929940455,1.9730014063936123,-0.32958368660043313
R012,2,win,qprime_first,P013,tc_49,triviaqa_se_false_alarm.jsonl,false_alarm,se,Who had a 70s No 1 hit with Kiss You All Over?,"What 1978 hit single by the artist who recorded ""Kiss You All Over"" reached number one on the music charts?",True,True,True,True,0.5,"The 1978 hit single by the artist who recorded ""Kiss You All Over"" reached number one on the music charts by Exile.",0.9433483923290391,2.3025850929940455,1.3592367006650063
R013,2,win,qprime_first,P084,dpql_259,triviaqa_se_false_alarm.jsonl,false_alarm,se,At which battle of 2 December 1805 did Napoleon defeat a combined Austrian-Russian army?,"What decisive battle, led by Napoleon on 2 December 1805, resulted in a victory over a joint Austrian-Russian force?",True,True,True,True,0.7,"The decisive battle you're referring to is the Battle of Austerlitz, also known as the Battle of the Three Emperors. It took place on December 2, 1805, but more accurately on December 2 is",1.8343719702816235,2.3025850929940455,0.468213122712422
R014,2,subthreshold,q_first,P033,qz_2884,triviaqa_se_false_alarm.jsonl,false_alarm,se,"Which serial killer hanged himself in Wakefield Prison in January 2004, four years after being found guilty of 15 murders?","What serial killer, infamous for a 15-victim killing spree, died by hanging at Wakefield Prison in January 2004, four years after he had initially been incarcerated?",False,False,True,False,-1.0,,2.3025850929940455,2.3025850929940455,0.0
R015,2,flip,qprime_first,P004,tc_2,triviaqa_se_false_alarm.jsonl,false_alarm,se,Who was the man behind The Chipmunks?,Who is the person credited with creating the popular cartoon characters The Chipmunks?,False,True,False,False,0.5,The person credited with creating the popular cartoon characters The Chipmunks is Ross Bagdasarian Sr.,1.2275294114572126,2.3025850929940455,1.0750556815368328
R016,2,win,q_first,P009,qb_4017,triviaqa_se_false_alarm.jsonl,false_alarm,se,Ligustrum is the Latin name for which shrub?,What is the botanical name of the Ligustrum shrub?,True,True,True,True,1.0,The botanical name of the Ligustrum shrub is Ligustrum.,1.0888999753452235,2.3025850929940455,1.213685117648822
R017,2,flip,q_first,P113,qb_5298,triviaqa_se_hide.jsonl,hide,se,"Which tennis player, born in 1946, was nicknamed ‘Nasty’?","Which tennis player, born in 1946, is famously known as 'Nasty'?",False,True,False,True,0.7,The tennis player famously known as 'Nasty' is Ilie Nastase.,1.8866967846580784,1.5047882836811908,-0.38190850097688767
R018,2,subthreshold,qprime_first,P119,qb_1757,triviaqa_se_false_alarm.jsonl,false_alarm,se,How many stars are on the national flag of New Zealand?,What is the number of stars on the current New Zealand national flag?,False,False,True,False,-1.0,,2.1639556568820564,2.3025850929940455,0.13862943611198908
R019,2,catch,qprime_first,P030,catch:qb_6190|dpql_2282,synthetic,,,Long An Provence is in which Asian country?,Who was the Beano’s Redskin Chum?,,,,,,,,,
R020,2,win,qprime_first,P111,qb_9503,triviaqa_se_hide.jsonl,hide,se,Which former World Darts Champion is known by the nickname ‘The Limestone Cowboy’?,What is the nickname of the former World Darts Champion associated with 'The Limestone Cowboy'?,True,True,True,False,0.0,I am unable to verify the nickname of the former World Darts Champion associated with 'The Limestone Cowboy'.,0.9404479886553263,0.639031859650177,-0.30141612900514936
R021,2,catch,q_first,P078,catch:tc_106|qz_3393,synthetic,,,Which actress was voted Miss Greenwich Village in 1942?,Which `B` was the name of the mechanical shark used in the original `Jaws` film?,,,,,,,,,
R022,2,win,qprime_first,P076,qb_1580,triviaqa_se_false_alarm.jsonl,false_alarm,se,Which city hosted the 1992 Summer Olympic Games?,What city was the venue for the 1992 Summer Olympics?,True,True,True,True,1.0,"The city that was the venue for the 1992 Summer Olympics was Barcelona, Spain.",0.0,0.8979457248567797,0.8979457248567797
R023,2,subthreshold,q_first,P101,qb_3878,triviaqa_se_false_alarm.jsonl,false_alarm,se,"Who wrote the political treatise ‘The Prince’, published in 1532?","Who wrote the political treatise 'The Prince', published in 1532?",False,False,True,False,-1.0,,1.4708084763221112,1.5047882836811908,0.03397980735907957
R024,2,win,qprime_first,P035,tc_2208,triviaqa_se_false_alarm.jsonl,false_alarm,se,Where was the American venue of the Live Aid concert?,What locations in the United States hosted the Live Aid concerts?,True,True,True,True,0.6,"The Live Aid concerts were held on July 13, 1985, in London and Philadelphia.",1.0888999753452238,2.3025850929940455,1.2136851176488217
R025,2,win,qprime_first,P103,qz_5044,triviaqa_se_false_alarm.jsonl,false_alarm,se,Who had chart hits which included Annie`s Song and Rocky Mountain High?,Which artists had chart success with the songs Annie's Song and Rocky Mountain High?,True,True,True,True,0.8,"The artists who had chart success with the songs ""Annie's Song"" and ""Rocky Mountain High"" are John Denver.",0.3250829733914482,1.9730014063936123,1.6479184330021641
R026,2,win,q_first,P061,qb_10298,triviaqa_se_hide.jsonl,hide,se,Which singer got her hair caught in the blades of a fan as she was performing in concert in Montreal in July 2013?,"At a concert in Montreal in July 2013, which female singer had her hair become entangled with a fan.",True,True,True,False,0.0,I am unable to verify which female singer had her hair become entangled with a fan at a concert in Montreal in July 2013.,1.6434177197931796,0.9404479886553263,-0.7029697311378533
R027,2,subthreshold,qprime_first,P056,tc_2222,triviaqa_se_hide.jsonl,hide,se,Who had the most expensive presidential inauguration ceremony of the 20th century?,What was the presidential inauguration ceremony with the highest cost in the 20th century?,False,False,True,False,-1.0,,2.3025850929940455,2.3025850929940455,0.0
R028,2,win,q_first,P050,qz_2397,triviaqa_se_false_alarm.jsonl,false_alarm,se,"In Greek mythology, where do righteous souls go after death?",What is the ultimate destination or reward for virtuous souls in Greek mythology?,True,True,True,True,1.0,"In Greek mythology, the ultimate destination or reward for virtuous souls is the Elysian Fields (also known as the Elysian Plains or Elysium). The Elysian Fields are a paradise for heroes and virtuous individuals who",1.7480673485460891,2.3025850929940455,0.5545177444479563
R029,2,flip,qprime_first,P121,tc_847,triviaqa_se_hide.jsonl,hide,se,What was the Paramount Film Company originally called?,What was the original name of the film production company that eventually evolved into Paramount Pictures?,False,True,False,True,0.8,The original name of the film production company that eventually evolved into Paramount Pictures was the Famous Players Film Company.,2.3025850929940455,1.3592367006650063,-0.9433483923290391
R030,2,subthreshold,q_first,P018,qb_9498,triviaqa_se_false_alarm.jsonl,false_alarm,se,"Chim Chim Cheree, I Love to Laugh and Feed the Birds are all songs from which film?","What songs ""Chim Chim Cheree"", ""I Love to Laugh"", and ""Feed the Birds"" are all from which film?",False,False,True,False,-1.0,,2.1639556568820564,2.3025850929940455,0.13862943611198908
R031,2,subthreshold,q_first,P058,tc_2114,triviaqa_se_hide.jsonl,hide,se,What color golf balls are used on the golf course in Antarctica?,What colors are the golf balls commonly used on golf courses located in Antarctica?,False,False,True,False,-1.0,,1.8343719702816235,1.7480673485460891,-0.08630462173553433
R032,2,win,qprime_first,P003,tc_3086,triviaqa_se_false_alarm.jsonl,false_alarm,se,What name was given to the invisible material once thought to occupy all space?,What was the name of the hypothetical substance that was once widely believed to be omnipresent throughout the universe?,True,True,True,True,0.4,"The hypothetical substance you're referring to is likely ""Aether"" or ""Ether."" Aether was a long-held concept in ancient and medieval times, believed to be a weightless, invisible substance that filled the region above the Earth and other",1.3592367006650063,2.3025850929940455,0.9433483923290391
R033,2,win,qprime_first,P099,dpql_2525,triviaqa_se_hide.jsonl,hide,se,Who gets Brer Rabbit in a terrible tangle in the stories by Joel Chandler Harris?,What character in Joel Chandler Harris's stories frequently causes Br'er Rabbit to become entangled in a series of unfortunate circumstances?,True,True,True,False,0.0,The character in Joel Chandler Harris's stories who frequently causes Br'er Rabbit to become entangled in a series of unfortunate circumstances is Br'er Fox.,2.3025850929940455,0.639031859650177,-1.6635532333438685
R034,2,win,q_first,P049,qb_8182,triviaqa_se_false_alarm.jsonl,false_alarm,se,"In humans, the medical condition Hyposmia affects which of the senses?",What sense in humans is affected by the medical condition Hyposmia?,True,True,True,True,1.0,The sense affected by the medical condition Hyposmia is the sense of smell.,0.3250829733914482,1.0888999753452235,0.7638170019537753
R035,2,win,qprime_first,P090,dpql_3061,triviaqa_se_false_alarm.jsonl,false_alarm,se,Which Scottish mathematician discovered logarithms?,Who is the mathematician from Scotland credited with the discovery of logarithms?,True,True,True,True,1.0,The mathematician from Scotland credited with the discovery of logarithms is John Napier.,1.3592367006650063,2.1639556568820564,0.80471895621705
R036,2,subthreshold,qprime_first,P001,qz_3833,triviaqa_se_false_alarm.jsonl,false_alarm,se,Bonar Law is the only Prime Minister not born in the UK. In which country was he born?,"What country is the birthplace of Bonar Law, who is the only UK Prime Minister who was not born in the United Kingdom?",False,False,True,False,-1.0,,2.3025850929940455,2.3025850929940455,0.0
R037,2,win,q_first,P114,tc_349,triviaqa_se_false_alarm.jsonl,false_alarm,se,Men Against the Sea and Pitcairn's Island were two sequels to what famous novel?,"What novels, apart from ""Men Against the Sea"" and ""Pitcairn's Island"", are sequels to a notable literary work?",True,True,True,True,0.0,"""Men Against the Sea"" and ""Pitcairn's Island"" are sequels to the novel ""Mutiny on the Bounty"".",1.6094379124341,2.3025850929940455,0.6931471805599454
